Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Loss per 1000 Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),cluster_id,risk_profile
China,2023,Man-in-the-Middle,IT,22.96,656090,0.034995,Insider,Unpatched Software,Encryption,27,0,Widespread Lower-Loss Incidents
China,2023,Malware,Telecommunications,80.1,237658,0.337039,Unknown,Zero-day,Antivirus,26,1,Concentrated High-Loss Incidents
China,2023,Malware,Education,23.74,317922,0.074672,Insider,Social Engineering,Antivirus,18,2,Lower-Impact Incidents
China,2023,DDoS,Government,53.46,374484,0.142756,Unknown,Unpatched Software,Antivirus,46,1,Concentrated High-Loss Incidents
China,2023,Man-in-the-Middle,Education,35.37,455900,0.077583,Hacker Group,Zero-day,Antivirus,11,2,Lower-Impact Incidents
China,2023,DDoS,Education,42.64,720850,0.059152,Unknown,Social Engineering,VPN,17,0,Widespread Lower-Loss Incidents
China,2023,Malware,IT,43.51,684108,0.063601,Unknown,Weak Passwords,Firewall,24,0,Widespread Lower-Loss Incidents
China,2023,Man-in-the-Middle,Banking,3.47,194670,0.017825,Nation-state,Social Engineering,Firewall,29,2,Lower-Impact Incidents
China,2023,Ransomware,Healthcare,62.21,534686,0.116349,Insider,Unpatched Software,AI-based Detection,44,3,Critical High-Impact Incidents
China,2023,Malware,IT,11.89,260907,0.045572,Insider,Weak Passwords,AI-based Detection,31,2,Lower-Impact Incidents
China,2023,Phishing,Banking,15.21,597516,0.025455,Nation-state,Unpatched Software,Antivirus,15,0,Widespread Lower-Loss Incidents
China,2023,DDoS,Healthcare,97.15,734819,0.132209,Unknown,Unpatched Software,AI-based Detection,50,3,Critical High-Impact Incidents
China,2023,Phishing,Government,43.49,27694,1.570376,Unknown,Weak Passwords,Encryption,30,2,Lower-Impact Incidents
China,2023,Ransomware,IT,23.18,367503,0.063074,Nation-state,Weak Passwords,Encryption,17,2,Lower-Impact Incidents
China,2023,Man-in-the-Middle,Education,10.55,12970,0.813416,Unknown,Social Engineering,Antivirus,32,2,Lower-Impact Incidents
China,2023,Man-in-the-Middle,Healthcare,48.71,421191,0.115648,Nation-state,Unpatched Software,Firewall,62,2,Lower-Impact Incidents
China,2023,Phishing,Banking,33.27,133315,0.249559,Nation-state,Weak Passwords,AI-based Detection,25,2,Lower-Impact Incidents
China,2023,Ransomware,Education,45.88,164890,0.278246,Unknown,Weak Passwords,AI-based Detection,20,2,Lower-Impact Incidents
China,2023,SQL Injection,Telecommunications,66.92,336320,0.198977,Hacker Group,Social Engineering,VPN,51,1,Concentrated High-Loss Incidents
China,2023,Man-in-the-Middle,Education,49.53,923445,0.053636,Hacker Group,Unpatched Software,VPN,42,3,Critical High-Impact Incidents
China,2023,Phishing,IT,43.58,169152,0.257638,Nation-state,Unpatched Software,Encryption,49,2,Lower-Impact Incidents
China,2023,SQL Injection,IT,53.21,620822,0.085709,Unknown,Zero-day,Firewall,21,3,Critical High-Impact Incidents
China,2023,Phishing,Banking,55.94,383589,0.145833,Unknown,Weak Passwords,Firewall,7,1,Concentrated High-Loss Incidents
China,2023,SQL Injection,Education,4.18,715127,0.005845,Nation-state,Weak Passwords,Antivirus,60,0,Widespread Lower-Loss Incidents
China,2023,Man-in-the-Middle,Telecommunications,28.82,446243,0.064584,Unknown,Zero-day,Firewall,66,2,Lower-Impact Incidents
China,2023,Phishing,Retail,90.04,143728,0.626461,Unknown,Zero-day,AI-based Detection,57,1,Concentrated High-Loss Incidents
China,2023,Man-in-the-Middle,Telecommunications,37.73,849834,0.044397,Hacker Group,Zero-day,AI-based Detection,56,0,Widespread Lower-Loss Incidents
China,2023,SQL Injection,Banking,2.46,95779,0.025684,Nation-state,Zero-day,VPN,43,2,Lower-Impact Incidents
China,2023,Malware,Education,37.07,417554,0.088779,Insider,Unpatched Software,Antivirus,35,2,Lower-Impact Incidents
China,2023,DDoS,Healthcare,92.58,974261,0.095026,Hacker Group,Social Engineering,Firewall,20,3,Critical High-Impact Incidents
France,2023,SQL Injection,Government,29.63,662667,0.044713,Hacker Group,Zero-day,VPN,30,0,Widespread Lower-Loss Incidents
France,2023,Ransomware,Telecommunications,84.79,263566,0.321703,Hacker Group,Zero-day,AI-based Detection,64,1,Concentrated High-Loss Incidents
France,2023,Man-in-the-Middle,Government,85.85,841548,0.102014,Unknown,Zero-day,Firewall,68,3,Critical High-Impact Incidents
France,2023,Ransomware,Education,17.72,261661,0.067721,Insider,Social Engineering,VPN,11,2,Lower-Impact Incidents
France,2023,SQL Injection,Banking,48.1,360752,0.133333,Unknown,Zero-day,Antivirus,21,2,Lower-Impact Incidents
France,2023,Ransomware,IT,87.45,296050,0.295389,Insider,Weak Passwords,VPN,30,1,Concentrated High-Loss Incidents
France,2023,Man-in-the-Middle,Education,87.39,307155,0.284514,Unknown,Unpatched Software,Antivirus,28,1,Concentrated High-Loss Incidents
France,2023,Ransomware,Education,54.26,21699,2.500576,Insider,Weak Passwords,AI-based Detection,32,1,Concentrated High-Loss Incidents
France,2023,DDoS,Healthcare,58.37,599797,0.097316,Nation-state,Unpatched Software,AI-based Detection,35,3,Critical High-Impact Incidents
France,2023,Malware,Government,55.18,274946,0.200694,Insider,Zero-day,Encryption,66,1,Concentrated High-Loss Incidents
France,2023,Malware,Healthcare,53.34,714681,0.074635,Unknown,Unpatched Software,Firewall,34,3,Critical High-Impact Incidents
France,2023,Phishing,IT,15.49,138639,0.111729,Hacker Group,Unpatched Software,VPN,14,2,Lower-Impact Incidents
France,2023,Phishing,Education,37.38,978508,0.038201,Insider,Weak Passwords,Firewall,42,0,Widespread Lower-Loss Incidents
France,2023,Malware,Healthcare,85.28,762282,0.111875,Hacker Group,Social Engineering,Firewall,11,3,Critical High-Impact Incidents
France,2023,Phishing,Education,5.8,206203,0.028128,Hacker Group,Social Engineering,Encryption,7,2,Lower-Impact Incidents
France,2023,DDoS,Retail,92.32,418211,0.22075,Insider,Unpatched Software,Encryption,39,1,Concentrated High-Loss Incidents
France,2023,Man-in-the-Middle,Retail,88.65,427067,0.207579,Hacker Group,Unpatched Software,Antivirus,42,1,Concentrated High-Loss Incidents
France,2023,Phishing,Education,31.03,472386,0.065688,Nation-state,Zero-day,Encryption,24,2,Lower-Impact Incidents
France,2023,SQL Injection,Banking,46.58,659062,0.070676,Unknown,Unpatched Software,Antivirus,42,0,Widespread Lower-Loss Incidents
France,2023,Ransomware,Government,63.45,90678,0.699729,Nation-state,Unpatched Software,Firewall,22,1,Concentrated High-Loss Incidents
France,2023,SQL Injection,Healthcare,69.76,824351,0.084624,Unknown,Zero-day,Firewall,17,3,Critical High-Impact Incidents
France,2023,Phishing,Healthcare,72.54,581712,0.124701,Insider,Social Engineering,VPN,12,3,Critical High-Impact Incidents
France,2023,DDoS,Education,65.96,181879,0.362659,Insider,Weak Passwords,Antivirus,64,1,Concentrated High-Loss Incidents
France,2023,Man-in-the-Middle,Telecommunications,99.71,357542,0.278876,Hacker Group,Zero-day,Antivirus,21,1,Concentrated High-Loss Incidents
France,2023,Ransomware,Retail,64.08,238068,0.269167,Unknown,Unpatched Software,VPN,61,1,Concentrated High-Loss Incidents
France,2023,Man-in-the-Middle,Retail,9.43,565002,0.01669,Hacker Group,Unpatched Software,Firewall,72,0,Widespread Lower-Loss Incidents
France,2023,Malware,Banking,9.99,116840,0.085502,Unknown,Zero-day,Firewall,51,2,Lower-Impact Incidents
France,2023,DDoS,Retail,79.86,966469,0.082631,Nation-state,Social Engineering,Antivirus,43,3,Critical High-Impact Incidents
Germany,2023,Malware,Government,70.46,368803,0.191051,Hacker Group,Unpatched Software,VPN,23,1,Concentrated High-Loss Incidents
Germany,2023,SQL Injection,Healthcare,14.12,403325,0.035009,Hacker Group,Weak Passwords,AI-based Detection,35,2,Lower-Impact Incidents
Germany,2023,Man-in-the-Middle,Healthcare,75.8,943724,0.08032,Insider,Unpatched Software,AI-based Detection,58,3,Critical High-Impact Incidents
Germany,2023,Man-in-the-Middle,Banking,92.48,1326,69.74359,Nation-state,Social Engineering,Antivirus,11,1,Concentrated High-Loss Incidents
Germany,2023,Man-in-the-Middle,Retail,23.28,651963,0.035708,Insider,Unpatched Software,AI-based Detection,53,0,Widespread Lower-Loss Incidents
Germany,2023,SQL Injection,Banking,30.68,933754,0.032857,Insider,Social Engineering,Firewall,36,0,Widespread Lower-Loss Incidents
Germany,2023,Phishing,Government,88.55,698597,0.126754,Unknown,Social Engineering,Antivirus,66,3,Critical High-Impact Incidents
Germany,2023,Man-in-the-Middle,Banking,80.97,289046,0.280128,Nation-state,Zero-day,Encryption,41,1,Concentrated High-Loss Incidents
Germany,2023,Phishing,Retail,87.55,291580,0.300261,Unknown,Unpatched Software,Firewall,25,1,Concentrated High-Loss Incidents
Germany,2023,SQL Injection,Retail,49.76,460558,0.108043,Nation-state,Zero-day,VPN,61,2,Lower-Impact Incidents
Germany,2023,DDoS,IT,93.72,828721,0.11309,Insider,Weak Passwords,Encryption,21,3,Critical High-Impact Incidents
Germany,2023,Malware,Banking,70.19,791366,0.088695,Unknown,Unpatched Software,Firewall,61,3,Critical High-Impact Incidents
Germany,2023,SQL Injection,Education,37.4,662428,0.056459,Insider,Weak Passwords,AI-based Detection,4,0,Widespread Lower-Loss Incidents
Germany,2023,SQL Injection,Healthcare,45.85,428415,0.107022,Hacker Group,Zero-day,Antivirus,69,2,Lower-Impact Incidents
Germany,2023,Phishing,Banking,39.53,339645,0.116386,Unknown,Weak Passwords,AI-based Detection,2,2,Lower-Impact Incidents
Germany,2023,Ransomware,Healthcare,28.18,707214,0.039846,Unknown,Weak Passwords,AI-based Detection,11,0,Widespread Lower-Loss Incidents
Germany,2023,Man-in-the-Middle,Telecommunications,87.83,547719,0.160356,Unknown,Weak Passwords,AI-based Detection,22,3,Critical High-Impact Incidents
Germany,2023,SQL Injection,Telecommunications,6.09,590760,0.010309,Unknown,Unpatched Software,Firewall,32,0,Widespread Lower-Loss Incidents
Germany,2023,SQL Injection,Banking,94.48,426499,0.221525,Unknown,Unpatched Software,VPN,37,1,Concentrated High-Loss Incidents
Germany,2023,Ransomware,Healthcare,54.79,393779,0.139139,Nation-state,Weak Passwords,Encryption,39,1,Concentrated High-Loss Incidents
Germany,2023,Malware,Retail,62.43,918454,0.067973,Unknown,Unpatched Software,Firewall,15,3,Critical High-Impact Incidents
Germany,2023,Malware,Government,69.39,358933,0.193323,Nation-state,Zero-day,Antivirus,3,1,Concentrated High-Loss Incidents
Germany,2023,DDoS,Telecommunications,51.49,642699,0.080115,Unknown,Social Engineering,Firewall,51,3,Critical High-Impact Incidents
Germany,2023,Ransomware,Healthcare,84.92,152814,0.555708,Nation-state,Social Engineering,AI-based Detection,33,1,Concentrated High-Loss Incidents
Germany,2023,Phishing,Government,12.62,68551,0.184097,Nation-state,Weak Passwords,Firewall,55,2,Lower-Impact Incidents
Germany,2023,SQL Injection,Telecommunications,94.14,536737,0.175393,Unknown,Unpatched Software,Encryption,44,3,Critical High-Impact Incidents
Germany,2023,Man-in-the-Middle,Education,26.14,876348,0.029828,Unknown,Social Engineering,Encryption,1,0,Widespread Lower-Loss Incidents
Germany,2023,Man-in-the-Middle,Government,0.61,200862,0.003037,Insider,Social Engineering,Encryption,13,2,Lower-Impact Incidents
Germany,2023,Malware,Telecommunications,3.86,51176,0.075426,Unknown,Social Engineering,Encryption,61,2,Lower-Impact Incidents
Germany,2023,Malware,Retail,71.05,61238,1.160227,Unknown,Unpatched Software,AI-based Detection,41,1,Concentrated High-Loss Incidents
Germany,2023,Ransomware,Banking,52.88,982507,0.053821,Unknown,Unpatched Software,Encryption,39,3,Critical High-Impact Incidents
Germany,2023,Ransomware,Retail,89.71,919427,0.097572,Nation-state,Weak Passwords,AI-based Detection,51,3,Critical High-Impact Incidents
Germany,2023,Malware,Government,86.77,88821,0.976909,Unknown,Zero-day,Antivirus,39,1,Concentrated High-Loss Incidents
India,2023,SQL Injection,Government,40.63,356387,0.114005,Nation-state,Zero-day,Antivirus,11,2,Lower-Impact Incidents
India,2023,SQL Injection,Telecommunications,80.14,241449,0.331913,Unknown,Unpatched Software,Antivirus,27,1,Concentrated High-Loss Incidents
India,2023,Phishing,Telecommunications,11.72,512291,0.022878,Insider,Zero-day,AI-based Detection,51,0,Widespread Lower-Loss Incidents
India,2023,DDoS,Healthcare,2.27,438318,0.005179,Hacker Group,Unpatched Software,AI-based Detection,39,2,Lower-Impact Incidents
India,2023,Ransomware,Banking,42.02,827952,0.050752,Hacker Group,Unpatched Software,AI-based Detection,21,0,Widespread Lower-Loss Incidents
India,2023,Malware,IT,54.21,157667,0.343826,Insider,Weak Passwords,VPN,34,1,Concentrated High-Loss Incidents
India,2023,Ransomware,Telecommunications,3.51,661681,0.005305,Hacker Group,Weak Passwords,AI-based Detection,14,0,Widespread Lower-Loss Incidents
India,2023,DDoS,Education,82.11,23683,3.467044,Hacker Group,Weak Passwords,Encryption,69,1,Concentrated High-Loss Incidents
India,2023,Phishing,Retail,38.89,836604,0.046486,Hacker Group,Unpatched Software,AI-based Detection,44,0,Widespread Lower-Loss Incidents
India,2023,DDoS,Banking,23.83,557428,0.04275,Insider,Unpatched Software,VPN,38,0,Widespread Lower-Loss Incidents
India,2023,Ransomware,Banking,57.15,704230,0.081152,Nation-state,Zero-day,VPN,71,3,Critical High-Impact Incidents
India,2023,Ransomware,IT,18.53,925373,0.020024,Insider,Zero-day,AI-based Detection,4,0,Widespread Lower-Loss Incidents
India,2023,Malware,Education,95.97,629490,0.152457,Hacker Group,Zero-day,VPN,38,3,Critical High-Impact Incidents
India,2023,Phishing,IT,88.71,337377,0.26294,Hacker Group,Social Engineering,AI-based Detection,23,1,Concentrated High-Loss Incidents
India,2023,Man-in-the-Middle,IT,90.85,985267,0.092209,Hacker Group,Unpatched Software,Firewall,48,3,Critical High-Impact Incidents
India,2023,DDoS,Retail,73.85,504861,0.146278,Unknown,Weak Passwords,Antivirus,65,3,Critical High-Impact Incidents
India,2023,Ransomware,Retail,4.32,217534,0.019859,Unknown,Unpatched Software,VPN,48,2,Lower-Impact Incidents
India,2023,DDoS,Government,34.46,580270,0.059386,Unknown,Unpatched Software,Firewall,35,0,Widespread Lower-Loss Incidents
India,2023,Man-in-the-Middle,Retail,95.66,424762,0.225208,Insider,Unpatched Software,VPN,10,1,Concentrated High-Loss Incidents
India,2023,SQL Injection,Government,28.71,497965,0.057655,Unknown,Unpatched Software,VPN,25,2,Lower-Impact Incidents
India,2023,Ransomware,Education,41.15,352194,0.116839,Nation-state,Unpatched Software,Firewall,10,2,Lower-Impact Incidents
India,2023,Phishing,Banking,87.62,210006,0.417226,Nation-state,Social Engineering,VPN,27,1,Concentrated High-Loss Incidents
India,2023,Man-in-the-Middle,IT,58.9,24387,2.415221,Hacker Group,Unpatched Software,Encryption,29,1,Concentrated High-Loss Incidents
India,2023,Malware,Healthcare,70.36,992014,0.070926,Insider,Social Engineering,Encryption,62,3,Critical High-Impact Incidents
India,2023,SQL Injection,IT,92.35,380022,0.243012,Unknown,Unpatched Software,Encryption,30,1,Concentrated High-Loss Incidents
India,2023,Malware,Healthcare,71.94,652957,0.110176,Insider,Weak Passwords,Encryption,65,3,Critical High-Impact Incidents
India,2023,Man-in-the-Middle,Retail,12.96,254903,0.050843,Unknown,Social Engineering,Firewall,4,2,Lower-Impact Incidents
India,2023,Ransomware,Banking,83.18,397813,0.209093,Nation-state,Social Engineering,Antivirus,12,1,Concentrated High-Loss Incidents
India,2023,SQL Injection,Banking,48.53,421083,0.11525,Insider,Unpatched Software,AI-based Detection,28,2,Lower-Impact Incidents
India,2023,Ransomware,Retail,5.57,582097,0.009569,Insider,Weak Passwords,Antivirus,40,0,Widespread Lower-Loss Incidents
India,2023,Phishing,Retail,5.11,620560,0.008234,Hacker Group,Weak Passwords,Antivirus,59,0,Widespread Lower-Loss Incidents
India,2023,SQL Injection,Government,60.53,15768,3.838787,Unknown,Zero-day,VPN,66,1,Concentrated High-Loss Incidents
India,2023,Phishing,Retail,53.07,589348,0.090049,Hacker Group,Social Engineering,Antivirus,4,3,Critical High-Impact Incidents
India,2023,Phishing,Education,9.95,317488,0.03134,Insider,Social Engineering,VPN,46,2,Lower-Impact Incidents
India,2023,SQL Injection,Retail,2.85,30883,0.092284,Nation-state,Weak Passwords,AI-based Detection,51,2,Lower-Impact Incidents
India,2023,Ransomware,Education,9.32,182887,0.05096,Hacker Group,Unpatched Software,Firewall,51,2,Lower-Impact Incidents
India,2023,Ransomware,Healthcare,18.26,312340,0.058462,Nation-state,Zero-day,VPN,35,2,Lower-Impact Incidents
India,2023,DDoS,Retail,26.01,274512,0.09475,Insider,Weak Passwords,AI-based Detection,69,2,Lower-Impact Incidents
Japan,2023,Malware,Retail,51.91,360524,0.143985,Hacker Group,Unpatched Software,Firewall,47,1,Concentrated High-Loss Incidents
Japan,2023,SQL Injection,Government,13.51,772948,0.017479,Unknown,Zero-day,VPN,43,0,Widespread Lower-Loss Incidents
Japan,2023,Phishing,Banking,82.36,612815,0.134396,Insider,Zero-day,Antivirus,12,3,Critical High-Impact Incidents
Japan,2023,SQL Injection,Retail,42.33,643549,0.065776,Nation-state,Weak Passwords,VPN,20,0,Widespread Lower-Loss Incidents
Japan,2023,SQL Injection,Telecommunications,31.46,192430,0.163488,Nation-state,Unpatched Software,AI-based Detection,49,2,Lower-Impact Incidents
Japan,2023,DDoS,Government,67.59,839088,0.080552,Unknown,Unpatched Software,VPN,62,3,Critical High-Impact Incidents
Japan,2023,SQL Injection,Government,87.8,510002,0.172156,Hacker Group,Social Engineering,Firewall,62,3,Critical High-Impact Incidents
Japan,2023,Man-in-the-Middle,Education,16.42,60322,0.272206,Insider,Zero-day,VPN,22,2,Lower-Impact Incidents
Japan,2023,Man-in-the-Middle,Retail,36.68,231307,0.158577,Unknown,Zero-day,Encryption,4,2,Lower-Impact Incidents
Japan,2023,Phishing,Banking,75.13,85528,0.878426,Hacker Group,Social Engineering,VPN,55,1,Concentrated High-Loss Incidents
Japan,2023,Malware,IT,73.74,795367,0.092712,Hacker Group,Zero-day,AI-based Detection,55,3,Critical High-Impact Incidents
Japan,2023,Malware,IT,23.16,320277,0.072312,Unknown,Weak Passwords,Encryption,69,2,Lower-Impact Incidents
Japan,2023,DDoS,Government,17.69,799380,0.02213,Unknown,Weak Passwords,AI-based Detection,57,0,Widespread Lower-Loss Incidents
Japan,2023,SQL Injection,Healthcare,45.38,172628,0.262877,Insider,Weak Passwords,Encryption,4,2,Lower-Impact Incidents
Japan,2023,Man-in-the-Middle,Telecommunications,86.98,635827,0.136798,Nation-state,Social Engineering,Encryption,72,3,Critical High-Impact Incidents
Japan,2023,Man-in-the-Middle,IT,26.65,220769,0.120714,Unknown,Zero-day,VPN,71,2,Lower-Impact Incidents
Japan,2023,SQL Injection,Banking,43.96,459922,0.095581,Nation-state,Zero-day,Encryption,12,2,Lower-Impact Incidents
Japan,2023,Phishing,Education,68.28,744595,0.091701,Insider,Zero-day,Antivirus,44,3,Critical High-Impact Incidents
Japan,2023,Phishing,Healthcare,48.25,3395,14.212077,Nation-state,Weak Passwords,Antivirus,58,2,Lower-Impact Incidents
Japan,2023,SQL Injection,IT,8.24,183702,0.044855,Nation-state,Zero-day,VPN,57,2,Lower-Impact Incidents
Japan,2023,Malware,Telecommunications,67.77,871255,0.077784,Hacker Group,Social Engineering,AI-based Detection,24,3,Critical High-Impact Incidents
